,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,Unnamed: 19
713,21-1019,"Counselors, All Other",detailed,,,25.974000000000004,54021.600000000006,3.3480000000000003,15.303600000000001,19.494000000000003,26.103600000000004,33.3288,37.260000000000005,31827.600000000002,40543.200000000004,54291.600000000006,69314.40000000001,77511.6,2013,
714,21-1021,"Child, Family, and School Social Workers",detailed,1410.0,3.9,20.3904,42411.600000000006,1.836,14.148,16.6536,19.6128,22.8744,26.9676,29440.800000000003,34646.4,40802.4,47584.8,56084.4,2013,
715,21-1022,Healthcare Social Workers,detailed,460.0,8.7,23.349600000000002,48578.4,2.484,16.437600000000003,18.9648,23.3928,27.864000000000004,30.618000000000002,34182.0,39452.4,48664.8,57963.600000000006,63698.4,2013,
716,21-1023,Mental Health and Substance Abuse Social Workers,detailed,390.0,12.6,20.4444,42519.600000000006,2.592,13.3596,17.2152,20.185200000000002,24.202800000000003,28.090800000000005,27777.600000000002,35812.8,41979.600000000006,50338.8,58417.200000000004,2013,
717,21-1091,Health Educators,detailed,200.0,26.7,22.906800000000004,47649.600000000006,3.7800000000000002,15.3792,18.5436,22.1076,25.488000000000003,31.881600000000002,31989.600000000002,38566.8,45986.4,53006.4,66322.8,2013,
718,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,290.0,6.4,19.245600000000003,40035.600000000006,2.2680000000000002,16.308,17.128800000000002,18.0684,20.185200000000002,24.9156,33933.600000000006,35629.200000000004,37584.0,41990.4,51818.4,2013,
719,21-1093,Social and Human Service Assistants,detailed,1240.0,11.1,15.0012,31190.4,3.7800000000000002,9.3636,11.5236,14.461200000000002,17.874000000000002,21.7296,19483.2,23965.2,30078.000000000004,37173.600000000006,45198.0,2013,
720,21-1094,Community Health Workers,detailed,180.0,30.7,21.816,45381.600000000006,5.0760000000000005,14.482800000000001,17.1828,20.790000000000003,25.434,31.136400000000002,30121.2,35737.200000000004,43243.200000000004,52898.4,64767.600000000006,2013,
721,21-1099,"Community and Social Service Specialists, All Other",detailed,220.0,15.0,22.2048,46180.8,8.748,11.113199999999999,16.3188,19.602,24.4404,31.492800000000003,23122.800000000003,33944.4,40780.8,50846.4,65502.00000000001,2013,
722,21-2011,Clergy,detailed,140.0,22.3,24.5916,51148.8,2.3760000000000003,16.5996,20.4876,23.965200000000003,28.728000000000005,33.75,34527.600000000006,42616.8,49842.0,59745.600000000006,70200.0,2013,
723,23-0000,Legal Occupations,major,3620.0,8.5,35.985600000000005,74854.8,5.4,14.828400000000002,20.2284,25.596,44.8632,68.58,30834.000000000004,42066.0,53233.200000000004,93312.0,142657.2,2013,
724,23-1011,Lawyers,detailed,1670.0,7.8,50.6088,105267.6,5.832000000000001,22.356,29.095200000000002,42.8004,61.50600000000001,87.048,46504.8,60512.4,89013.6,127936.8,181062.0,2013,
725,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,80.0,0.0,30.542400000000004,63525.600000000006,2.2680000000000002,17.766000000000002,17.949600000000004,20.142,27.820800000000002,71.07480000000001,36957.600000000006,37324.8,41893.200000000004,57866.4,147830.40000000002,2013,
726,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,100.0,2.1,59.8752,124534.8,5.6160000000000005,19.7748,63.09360000000001,68.2884,69.7788,69.78960000000001,41137.200000000004,131241.6,142052.40000000002,145152.0,145162.80000000002,2013,
727,23-2011,Paralegals and Legal Assistants,detailed,1310.0,16.4,22.150800000000004,46072.8,4.32,14.202000000000002,17.0208,22.2048,24.894000000000002,30.1212,29538.000000000004,35402.4,46180.8,51775.200000000004,62640.00000000001,2013,
728,23-2091,Court Reporters,detailed,50.0,40.2,13.2516,27561.600000000002,3.3480000000000003,8.4456,9.1692,13.6188,17.312400000000004,19.386,17560.800000000003,19062.0,28339.2,36018.0,40327.200000000004,2013,
729,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,,,16.102800000000002,33480.0,7.236000000000001,9.9684,12.484800000000002,16.988400000000002,18.8244,20.25,20736.0,25974.0,35337.600000000006,39160.8,42109.200000000004,2013,
730,23-2099,"Legal Support Workers, All Other",detailed,,,18.759600000000002,39020.4,17.604000000000003,9.1152,10.6812,18.3276,26.1792,28.998000000000005,18964.800000000003,22204.800000000003,38113.200000000004,54464.4,60318.00000000001,2013,
731,25-0000,"Education, Training, and Library Occupations",major,28770.0,2.7,26.589600000000004,55306.8,3.24,12.6144,18.5004,25.3476,33.048,39.646800000000006,26244.0,38480.4,52725.600000000006,68742.0,82458.0,2013,
732,25-1011,"Business Teachers, Postsecondary",detailed,180.0,15.6,,,,,,,,,,,,,,2013,
733,25-1021,"Computer Science Teachers, Postsecondary",detailed,90.0,14.9,,85557.6,10.260000000000002,,,,,,45230.4,58330.8,82976.40000000001,110980.8,131803.2,2013,
734,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,180.0,16.1,,75686.40000000001,5.94,,,,,,41202.0,51159.600000000006,68331.6,92772.0,124416.00000000001,2013,
735,25-1042,"Biological Science Teachers, Postsecondary",detailed,170.0,10.0,,93204.0,9.18,,,,,,45705.600000000006,58039.200000000004,79909.20000000001,113907.6,159861.6,2013,
736,25-1052,"Chemistry Teachers, Postsecondary",detailed,80.0,15.3,,89110.8,8.532000000000002,,,,,,44668.8,54810.0,76528.8,114210.00000000001,157680.0,2013,
737,25-1054,"Physics Teachers, Postsecondary",detailed,30.0,11.3,,83656.8,6.264,,,,,,41288.4,68223.6,80751.6,97902.0,122158.8,2013,
738,25-1063,"Economics Teachers, Postsecondary",detailed,40.0,34.7,,109976.40000000001,13.932000000000002,,,,,,52218.0,69649.20000000001,99090.0,129276.00000000001,172951.2,2013,
739,25-1065,"Political Science Teachers, Postsecondary",detailed,50.0,8.0,,,,,,,,,,,,,,2013,
740,25-1066,"Psychology Teachers, Postsecondary",detailed,110.0,10.7,,75610.8,7.0200000000000005,,,,,,42735.600000000006,54669.600000000006,72932.40000000001,91951.20000000001,118054.8,2013,
741,25-1067,"Sociology Teachers, Postsecondary",detailed,60.0,14.0,,,,,,,,,,,,,,2013,
742,25-1071,"Health Specialties Teachers, Postsecondary",detailed,910.0,1.8,,82015.20000000001,2.16,,,,,,54799.200000000004,60296.4,73256.40000000001,100850.40000000001,128368.8,2013,
743,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,730.0,33.3,,69811.20000000001,9.612000000000002,,,,,,43437.600000000006,49496.4,61063.200000000004,76809.6,95968.8,2013,
744,25-1081,"Education Teachers, Postsecondary",detailed,300.0,18.2,,,,,,,,,,,,,,2013,
745,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,50.0,21.4,,56840.4,6.048,,,,,,37216.8,41806.8,49593.600000000006,64022.4,88009.20000000001,2013,
746,25-1113,"Social Work Teachers, Postsecondary",detailed,70.0,17.1,,,,,,,,,,,,,,2013,
747,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,330.0,9.8,,,,,,,,,,,,,,2013,
748,25-1122,"Communications Teachers, Postsecondary",detailed,130.0,7.6,,,,,,,,,,,,,,2013,
749,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,280.0,11.2,,,,,,,,,,,,,,2013,
750,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,100.0,18.0,,,,,,,,,,,,,,2013,
751,25-1125,"History Teachers, Postsecondary",detailed,80.0,15.7,,,,,,,,,,,,,,2013,
752,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,100.0,15.0,,,,,,,,,,,,,,2013,
753,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,60.0,15.8,,,,,,,,,,,,,,2013,
754,25-1194,"Vocational Education Teachers, Postsecondary",detailed,320.0,17.5,24.948000000000004,51883.200000000004,9.936,13.521600000000001,15.627600000000001,25.023600000000002,31.816800000000004,37.184400000000004,28123.2,32508.000000000004,52045.200000000004,66182.40000000001,77338.8,2013,
755,25-1199,"Postsecondary Teachers, All Other",detailed,270.0,11.9,,89532.0,6.048,,,,,,36352.8,51051.600000000006,82630.8,111099.6,153435.6,2013,
756,25-2011,"Preschool Teachers, Except Special Education",detailed,650.0,25.0,20.2176,42044.4,5.94,10.530000000000001,12.636,21.060000000000002,27.032400000000003,30.2832,21902.4,26276.4,43815.600000000006,56235.600000000006,62996.4,2013,
757,25-2012,"Kindergarten Teachers, Except Special Education",detailed,610.0,7.1,,61117.200000000004,4.86,,,,,,42908.4,50144.4,60836.4,72824.40000000001,80978.40000000001,2013,
758,25-2021,"Elementary School Teachers, Except Special Education",detailed,4890.0,3.1,,59724.00000000001,2.484,,,,,,42562.8,48664.8,59281.200000000004,71398.8,79898.40000000001,2013,
759,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,2300.0,4.8,,59983.200000000004,1.9440000000000002,,,,,,43459.200000000004,49204.8,59119.200000000004,70718.40000000001,79639.20000000001,2013,
760,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3730.0,4.1,,60458.4,2.9160000000000004,,,,,,42357.600000000006,48729.600000000006,60015.600000000006,72932.40000000001,81550.8,2013,
761,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,920.0,3.6,,60901.200000000004,3.9960000000000004,,,,,,42433.200000000004,50414.4,61192.8,72694.8,80254.8,2013,
762,25-2053,"Special Education Teachers, Middle School",detailed,490.0,6.8,,58525.200000000004,3.564,,,,,,42444.0,47919.600000000006,57499.200000000004,68428.8,79012.8,2013,
763,25-2054,"Special Education Teachers, Secondary School",detailed,620.0,4.8,,59896.8,3.672,,,,,,43221.600000000006,49248.0,58806.00000000001,70221.6,80168.40000000001,2013,
764,25-2059,"Special Education Teachers, All Other",detailed,160.0,6.6,,56559.600000000006,5.184,,,,,,35715.600000000006,43610.4,56181.600000000006,69174.0,79812.0,2013,
765,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,160.0,18.4,25.358400000000003,52736.4,4.86,16.858800000000002,18.791999999999998,23.403600000000004,31.082400000000003,36.99,35067.600000000006,39096.0,48686.4,64659.600000000006,76939.20000000001,2013,
766,25-3021,Self-Enrichment Education Teachers,detailed,640.0,32.0,17.496,36396.0,5.0760000000000005,9.892800000000001,13.662,16.2648,19.602,27.0972,20574.0,28425.600000000002,33825.600000000006,40780.8,56365.200000000004,2013,
767,25-3098,Substitute Teachers,detailed,560.0,39.3,11.2644,23436.0,3.4560000000000004,8.7156,9.946800000000001,11.210400000000002,12.312000000000001,14.374800000000002,18133.2,20692.800000000003,23317.2,25606.800000000003,29905.2,2013,
768,25-3099,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,1280.0,6.4,,47487.600000000006,4.212,,,,,,24213.600000000002,35672.4,45262.8,58536.00000000001,73429.20000000001,2013,
769,25-4012,Curators,detailed,,,21.826800000000002,45403.200000000004,21.708000000000002,8.7696,10.8216,22.312800000000003,28.0476,37.314,18241.2,22507.2,46407.600000000006,58352.4,77619.6,2013,
770,25-4021,Librarians,detailed,490.0,3.7,29.851200000000002,62100.00000000001,6.372000000000001,18.273600000000002,23.101200000000002,30.175200000000004,36.774,42.5844,38016.0,48060.0,62758.8,76474.8,88570.8,2013,
771,25-4031,Library Technicians,detailed,250.0,17.2,16.1244,33544.8,3.9960000000000004,9.892800000000001,13.4244,16.2432,18.9648,21.2544,20574.0,27918.000000000004,33793.200000000004,39441.600000000006,44215.200000000004,2013,
772,25-9031,Instructional Coordinators,detailed,320.0,7.8,30.715200000000003,63882.00000000001,4.86,17.3664,22.442400000000003,30.088800000000003,38.178000000000004,45.85680000000001,36115.200000000004,46677.600000000006,62586.00000000001,79401.6,95374.8,2013,
773,25-9041,Teacher Assistants,detailed,4430.0,5.5,,30942.000000000004,7.992000000000001,,,,,,19872.0,24246.0,30121.2,37497.600000000006,44452.8,2013,
774,25-9099,"Education, Training, and Library Workers, All Other",detailed,940.0,7.4,20.196,42001.200000000004,1.62,10.1736,13.3488,17.074800000000003,22.960800000000003,30.51,21157.2,27777.600000000002,35510.4,47757.600000000006,63471.600000000006,2013,
775,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6540.0,3.7,20.8872,43437.600000000006,3.24,9.2772,11.9772,18.154799999999998,25.6176,36.6552,19288.800000000003,24904.800000000003,37746.0,53287.200000000004,76248.0,2013,
776,27-1011,Art Directors,detailed,80.0,18.2,34.8084,72392.40000000001,7.884,16.470000000000002,23.965200000000003,31.060800000000004,45.2952,56.10600000000001,34257.600000000006,49842.0,64605.600000000006,94219.20000000001,116704.8,2013,
777,27-1021,Commercial and Industrial Designers,detailed,120.0,17.0,31.968000000000004,66495.6,10.044000000000002,18.6732,22.226399999999998,29.1384,38.718,53.3196,38836.8,46234.8,60620.4,80546.40000000001,110894.40000000001,2013,
778,27-1023,Floral Designers,detailed,230.0,20.2,13.2192,27486.0,4.644,9.061200000000001,10.475999999999999,13.078800000000001,15.487200000000001,18.4248,18846.0,21794.4,27194.4,32216.4,38318.4,2013,
779,27-1024,Graphic Designers,detailed,610.0,7.4,21.189600000000002,44074.8,2.8080000000000003,12.8412,16.416,20.682,24.6564,30.996000000000002,26697.600000000002,34138.8,43027.200000000004,51300.0,64476.00000000001,2013,
780,27-1025,Interior Designers,detailed,140.0,14.6,25.272,52574.4,9.18,13.8672,15.4008,22.1184,31.7844,42.012,28836.000000000004,32032.800000000003,46008.0,66117.6,87393.6,2013,
781,27-1026,Merchandise Displayers and Window Trimmers,detailed,630.0,20.2,14.7852,30747.600000000002,4.644,9.9252,11.6424,14.5692,17.8848,19.926000000000002,20638.800000000003,24224.4,30315.600000000002,37195.200000000004,41439.600000000006,2013,
782,27-1027,Set and Exhibit Designers,detailed,60.0,21.9,19.116,39776.4,16.740000000000002,10.130400000000002,12.0096,16.956,19.8288,38.491200000000006,21070.800000000003,24980.4,35272.8,41245.200000000004,80060.40000000001,2013,
783,27-2011,Actors,detailed,30.0,16.3,14.666400000000001,,9.504000000000001,9.234000000000002,10.6704,12.5928,18.7056,20.4984,,,,,,2013,
784,27-2012,Producers and Directors,detailed,200.0,11.7,25.4448,52920.0,5.4,10.1088,19.537200000000002,26.028000000000002,29.916,35.1108,21027.600000000002,40640.4,54140.4,62218.8,73029.6,2013,
785,27-2022,Coaches and Scouts,detailed,840.0,14.7,,38318.4,15.66,,,,,,17906.4,19828.800000000003,24667.2,40845.600000000006,72651.6,2013,
786,27-2041,Music Directors and Composers,detailed,30.0,27.7,29.1276,60588.00000000001,9.072000000000001,10.8756,21.9564,26.8272,30.812400000000004,36.7956,22615.2,45673.200000000004,55803.600000000006,64098.00000000001,76528.8,2013,
787,27-2042,Musicians and Singers,detailed,120.0,1.3,17.604000000000003,,3.564,9.342,16.6212,18.3492,20.088000000000005,23.274,,,,,,2013,
788,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,230.0,14.2,24.138,,8.532000000000002,11.156400000000001,14.817600000000002,22.626,30.628800000000002,39.787200000000006,,,,,,2013,
789,27-3011,Radio and Television Announcers,detailed,170.0,49.6,11.998800000000001,24948.0,10.692000000000002,8.553600000000001,9.201600000000001,10.281600000000001,14.612400000000001,17.6148,17787.600000000002,19137.600000000002,21394.800000000003,30391.2,36633.600000000006,2013,
790,27-3012,Public Address System and Other Announcers,detailed,60.0,41.0,12.0096,24980.4,17.064000000000004,8.5212,9.18,10.2492,11.8152,18.036,17733.600000000002,19083.600000000002,21330.0,24580.800000000003,37508.4,2013,
791,27-3022,Reporters and Correspondents,detailed,220.0,25.3,28.1448,58546.8,9.072000000000001,13.078800000000001,15.8328,30.402,37.2492,42.6708,27205.2,32918.4,63223.200000000004,77479.20000000001,88743.6,2013,
792,27-3031,Public Relations Specialists,detailed,790.0,9.9,25.8012,53665.200000000004,3.4560000000000004,15.303600000000001,18.684,23.3712,30.715200000000003,40.1652,31827.600000000002,38869.200000000004,48621.600000000006,63892.8,83538.0,2013,
793,27-3041,Editors,detailed,340.0,14.2,23.770800000000005,49442.4,13.284000000000002,9.439200000000001,15.735600000000002,20.260800000000003,32.832,39.5496,19634.4,32724.000000000004,42130.8,68288.40000000001,82263.6,2013,
794,27-3042,Technical Writers,detailed,90.0,17.6,29.656800000000004,61689.600000000006,3.8880000000000003,18.198000000000004,22.3884,28.5012,36.104400000000005,43.772400000000005,37854.0,46569.600000000006,59281.200000000004,75092.40000000001,91044.0,2013,
795,27-3043,Writers and Authors,detailed,110.0,18.0,23.922,49744.8,7.344,13.2192,16.470000000000002,19.6884,30.3048,38.577600000000004,27496.800000000003,34257.600000000006,40942.8,63028.8,80233.20000000001,2013,
796,27-3091,Interpreters and Translators,detailed,60.0,11.2,22.41,46623.600000000006,4.5360000000000005,16.1676,17.4528,21.546,27.1404,31.32,33620.4,36309.600000000006,44820.0,56451.600000000006,65134.8,2013,
797,27-3099,"Media and Communication Workers, All Other",detailed,60.0,27.1,27.7344,57693.600000000006,16.632,20.25,21.3408,23.198400000000003,28.717200000000002,47.714400000000005,42120.0,44388.0,48254.4,59734.8,99230.40000000001,2013,
798,27-4011,Audio and Video Equipment Technicians,detailed,130.0,33.4,21.060000000000002,43804.8,7.776000000000001,11.480400000000001,16.1892,20.401200000000003,25.358400000000003,31.384800000000002,23889.600000000002,33674.4,42433.200000000004,52736.4,65286.00000000001,2013,
799,27-4012,Broadcast Technicians,detailed,150.0,13.6,17.733600000000003,36882.0,22.788000000000004,8.4024,9.0936,10.918800000000001,27.3564,37.7784,17485.2,18921.600000000002,22701.600000000002,56916.00000000001,78580.8,2013,
800,27-4014,Sound Engineering Technicians,detailed,30.0,23.7,14.5044,30175.2,3.7800000000000002,8.5212,9.1692,10.3032,19.2132,26.470800000000004,17722.800000000003,19083.600000000002,21427.2,39960.0,55069.200000000004,2013,
801,27-4021,Photographers,detailed,330.0,10.4,14.3532,29851.2,7.884,8.5104,9.2124,10.8972,16.3728,24.3216,17690.4,19148.4,22680.0,34052.4,50587.200000000004,2013,
802,27-4032,Film and Video Editors,detailed,80.0,19.4,22.9392,47725.200000000004,25.272,9.1044,13.7052,17.992800000000003,20.131200000000003,38.5992,18943.2,28512.000000000004,37422.0,41860.8,80287.20000000001,2013,
803,27-4099,"Media and Communication Equipment Workers, All Other",detailed,90.0,20.7,15.357600000000001,31935.600000000002,14.796,8.8344,9.7956,11.9448,17.766000000000002,25.315200000000004,18381.600000000002,20379.600000000002,24840.0,36946.8,52660.8,2013,
804,29-0000,Healthcare Practitioners and Technical Occupations,major,39640.0,4.6,35.3484,73526.40000000001,2.592,16.0596,21.6,29.322,38.4048,61.549200000000006,33404.4,44938.8,60987.600000000006,79887.6,128012.40000000001,2013,
805,29-1011,Chiropractors,detailed,80.0,19.9,32.1516,66873.6,12.852000000000002,18.586800000000004,25.930800000000005,30.250800000000005,42.3684,47.217600000000004,38664.0,53946.0,62931.600000000006,88117.20000000001,98215.20000000001,2013,
806,29-1021,"Dentists, General",detailed,310.0,31.3,75.9456,157960.80000000002,7.884,47.88720000000001,57.96360000000001,70.16760000000001,83.25720000000001,,99608.40000000001,120560.40000000001,145962.0,173167.2,,2013,
807,29-1031,Dietitians and Nutritionists,detailed,370.0,16.0,26.740800000000004,55630.8,1.9440000000000002,20.671200000000002,22.6584,25.995600000000003,29.970000000000002,36.1368,42994.8,47131.200000000004,54064.8,62348.4,75168.0,2013,
808,29-1041,Optometrists,detailed,210.0,24.6,45.684,95029.20000000001,7.992000000000001,23.101200000000002,33.998400000000004,46.35360000000001,55.814400000000006,66.0312,48060.0,70707.6,96422.40000000001,116089.20000000001,137354.40000000002,2013,
809,29-1051,Pharmacists,detailed,1340.0,6.7,62.424,129837.6,1.62,51.0084,57.747600000000006,66.34440000000001,73.17,77.2848,106099.20000000001,120106.8,137980.80000000002,152204.40000000002,160747.2,2013,
810,29-1061,Anesthesiologists,detailed,,,,,,,,,,,,,,,,2013,
811,29-1062,Family and General Practitioners,detailed,400.0,23.5,96.48720000000002,200685.6,6.696000000000001,60.2532,74.6604,90.5904,,,125312.40000000001,155293.2,188438.40000000002,,,2013,
812,29-1063,"Internists, General",detailed,40.0,31.8,96.876,201495.6,7.776000000000001,65.7612,72.3168,88.60320000000002,,,136782.0,150422.40000000002,184302.0,,,2013,
813,29-1064,Obstetricians and Gynecologists,detailed,180.0,49.3,108.33480000000002,225331.2,9.936,56.192400000000006,75.6864,,,,116877.6,157431.6,,,,2013,
814,29-1065,"Pediatricians, General",detailed,110.0,43.0,90.73080000000002,188730.0,16.200000000000003,54.302400000000006,61.592400000000005,73.9368,,,112946.40000000001,128120.40000000001,153792.0,,,2013,
815,29-1066,Psychiatrists,detailed,50.0,23.8,116.92080000000001,243205.2,8.208,77.2416,91.9188,,,,160660.80000000002,191203.2,,,,2013,
816,29-1067,Surgeons,detailed,380.0,23.8,127.61280000000001,265442.4,6.48,72.9972,,,,,151837.2,,,,,2013,
817,29-1069,"Physicians and Surgeons, All Other",detailed,1530.0,31.5,77.4792,161157.6,22.788000000000004,27.2376,30.0564,84.5424,,,56656.8,62510.4,175845.6,,,2013,
818,29-1071,Physician Assistants,detailed,190.0,22.5,49.8744,103734.0,5.6160000000000005,40.1544,42.757200000000005,46.440000000000005,52.693200000000004,72.82440000000001,83527.20000000001,88938.0,96606.0,109609.20000000001,151470.0,2013,
819,29-1081,Podiatrists,detailed,50.0,24.4,77.91120000000001,162054.0,18.576,39.3228,46.1376,74.91960000000002,,,81788.40000000001,95968.8,155822.40000000002,,,2013,
820,29-1122,Occupational Therapists,detailed,590.0,9.5,40.26240000000001,83743.20000000001,2.7,28.4796,34.117200000000004,40.2516,46.9152,54.2376,59238.00000000001,70956.0,83732.40000000001,97578.0,112806.00000000001,2013,
821,29-1123,Physical Therapists,detailed,1150.0,13.1,41.9256,87210.0,2.2680000000000002,32.400000000000006,37.0332,42.573600000000006,47.1636,51.82920000000001,67381.20000000001,77025.6,88560.0,98096.40000000001,107816.40000000001,2013,
822,29-1124,Radiation Therapists,detailed,60.0,11.7,42.498000000000005,88387.20000000001,3.564,29.2788,35.8344,42.7248,48.135600000000004,57.8232,60901.200000000004,74541.6,88873.20000000001,100126.8,120268.8,2013,
823,29-1125,Recreational Therapists,detailed,50.0,23.9,22.604400000000002,47001.600000000006,4.212,15.530400000000002,18.9324,22.2804,26.0928,30.315600000000003,32292.000000000004,39376.8,46342.8,54280.8,63050.4,2013,
824,29-1126,Respiratory Therapists,detailed,810.0,8.8,25.066800000000004,52131.600000000006,1.62,19.5264,21.837600000000002,24.991200000000003,28.7604,31.0392,40618.8,45424.8,51991.200000000004,59810.4,64551.600000000006,2013,
825,29-1127,Speech-Language Pathologists,detailed,680.0,10.4,40.21920000000001,83656.8,3.24,25.9416,30.488400000000002,40.7052,48.589200000000005,57.844800000000006,53956.8,63428.4,84672.0,101077.20000000001,120322.8,2013,
826,29-1129,"Therapists, All Other",detailed,170.0,24.7,44.269200000000005,92070.0,6.804,27.6264,35.445600000000006,44.0424,53.3952,64.908,57456.00000000001,73720.8,91605.6,111056.40000000001,135000.0,2013,
827,29-1131,Veterinarians,detailed,290.0,6.2,39.798,82771.20000000001,2.9160000000000004,32.0544,34.4412,38.372400000000006,44.6364,49.064400000000006,66657.6,71625.6,79812.0,92836.8,102049.20000000001,2013,
828,29-1141,Registered Nurses,detailed,14760.0,7.8,31.104000000000003,64681.200000000004,1.296,22.3668,26.146800000000002,31.0932,36.244800000000005,39.3444,46526.4,54378.0,64681.200000000004,75394.8,81831.6,2013,
829,29-1151,Nurse Anesthetists,detailed,,,69.5628,144676.80000000002,6.372000000000001,53.9136,61.81920000000001,70.524,78.05160000000001,89.4564,112125.6,128584.8,146685.6,162345.6,186073.2,2013,
830,29-1161,Nurse Midwives,detailed,,,48.632400000000004,101163.6,3.7800000000000002,40.5108,43.74,49.1832,55.4688,59.205600000000004,84261.6,90990.0,102297.6,115376.40000000001,123152.40000000001,2013,
831,29-1171,Nurse Practitioners,detailed,650.0,12.8,47.854800000000004,99532.8,3.3480000000000003,34.7652,39.906000000000006,45.7596,54.162,64.0008,72316.8,83008.8,95180.40000000001,112654.8,133131.6,2013,
832,29-2011,Medical and Clinical Laboratory Technologists,detailed,890.0,13.4,32.421600000000005,67446.0,3.8880000000000003,22.226399999999998,26.2548,30.5748,35.510400000000004,38.82600000000001,46224.0,54604.8,63601.200000000004,73850.40000000001,80751.6,2013,
833,29-2012,Medical and Clinical Laboratory Technicians,detailed,,,20.0772,41763.600000000006,3.3480000000000003,13.716,16.2864,19.288800000000002,23.3928,28.4148,28522.800000000003,33879.600000000006,40122.0,48643.200000000004,59097.600000000006,2013,
834,29-2021,Dental Hygienists,detailed,690.0,13.7,31.482,65491.200000000004,4.428,24.9048,27.496800000000004,31.212,35.964,38.955600000000004,51807.600000000006,57186.00000000001,64918.8,74811.6,81032.40000000001,2013,
835,29-2031,Cardiovascular Technologists and Technicians,detailed,310.0,13.8,25.520400000000002,53092.8,3.024,13.564800000000002,17.377200000000002,26.784000000000002,32.5296,37.3356,28220.4,36147.600000000006,55706.4,67672.8,77652.0,2013,
836,29-2032,Diagnostic Medical Sonographers,detailed,310.0,13.7,28.8792,60058.8,1.9440000000000002,21.1464,23.565600000000003,28.512,34.3872,38.2752,43988.4,49010.4,59313.600000000006,71528.40000000001,79606.8,2013,
837,29-2033,Nuclear Medicine Technologists,detailed,110.0,19.7,31.622400000000003,65772.0,1.62,25.7364,27.7776,31.179600000000004,35.802,38.7612,53535.600000000006,57780.00000000001,64843.200000000004,74466.0,80622.0,2013,
838,29-2034,Radiologic Technologists,detailed,1220.0,10.4,27.021600000000003,56203.200000000004,4.752000000000001,17.9172,21.578400000000002,26.2332,32.086800000000004,37.918800000000005,37270.8,44874.0,54561.600000000006,66744.0,78872.40000000001,2013,
839,29-2035,Magnetic Resonance Imaging Technologists,detailed,90.0,10.1,30.78,64011.600000000006,1.62,24.6888,27.486,31.482,35.5968,38.09160000000001,51343.200000000004,57175.200000000004,65480.4,74044.8,79228.8,2013,
840,29-2041,Emergency Medical Technicians and Paramedics,detailed,990.0,5.9,16.3188,33944.4,4.428,10.724400000000001,11.9448,15.368400000000001,19.472400000000004,23.976,22302.0,24840.0,31968.000000000004,40500.0,49863.600000000006,2013,
841,29-2052,Pharmacy Technicians,detailed,1730.0,6.7,14.5584,30283.2,1.9440000000000002,10.746,11.826,13.996800000000002,16.8264,19.44,22356.0,24591.600000000002,29116.800000000003,34992.0,40446.0,2013,
842,29-2055,Surgical Technologists,detailed,510.0,10.7,21.589199999999998,44917.200000000004,4.86,15.9732,18.0468,21.1572,23.814000000000004,27.172800000000002,33231.600000000006,37530.0,43999.200000000004,49539.600000000006,56527.200000000004,2013,
843,29-2056,Veterinary Technologists and Technicians,detailed,390.0,18.6,14.677200000000001,30520.800000000003,6.48,9.504000000000001,11.4588,14.644800000000002,17.8956,19.764000000000003,19764.0,23824.800000000003,30466.800000000003,37227.600000000006,41094.0,2013,
844,29-2057,Ophthalmic Medical Technicians,detailed,210.0,33.1,18.7488,38988.0,4.428,11.9556,16.7508,19.267200000000003,22.053600000000003,24.03,24861.600000000002,34840.8,40078.8,45867.600000000006,49982.4,2013,
845,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,3010.0,3.5,20.4444,42519.600000000006,0.8640000000000001,16.491600000000002,17.82,20.012400000000003,22.928400000000003,24.8292,34300.8,37076.4,41623.200000000004,47692.8,51656.4,2013,
